time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.897909,-0.5105,3.0030,-2.1852,3.749
1.902354,-0.2753,3.3035,-2.7333,4.297
1.906966,0.2752,3.5523,-2.5059,4.356
1.912092,1.1053,3.7959,-1.8287,4.356
1.916703,2.2464,4.0288,-0.8059,4.683
1.923017,3.5265,4.1525,0.1273,5.449
1.926953,4.9815,4.1508,0.8540,6.540
1.932262,6.3985,4.0389,1.5651,7.727
1.937384,7.7915,3.7776,2.1413,8.920
1.943486,9.0717,3.4281,2.5289,10.022
1.947799,10.2077,2.9202,2.8130,10.984
1.951784,11.0460,2.3178,2.8597,11.643
1.957057,12.0764,1.2760,4.3895,12.913
1.962743,12.0536,0.5916,3.5694,12.585
1.967249,12.4147,-0.3054,2.8105,12.733
1.972761,12.7830,-1.0807,2.1606,13.009
1.977385,12.8851,-1.7081,1.2719,13.060
1.984441,12.5656,-2.3251,0.3773,12.784
1.988089,12.0544,-2.9846,-0.2687,12.421
1.992902,11.3447,-3.6681,-1.0546,11.969
2.003185,10.6690,-4.5754,-2.0329,11.785
2.004274,10.0493,-5.6075,-3.1224,11.924
2.007698,9.5938,-6.5409,-4.0277,12.290
2.013043,10.0900,-6.8686,-5.6089,13.433
2.023853,10.0225,-6.9725,-7.5387,14.349
2.024849,8.8781,-7.6142,-9.1675,14.861
2.027784,8.1226,-8.0949,-10.5689,15.595
2.033667,7.3776,-8.4521,-12.2344,16.600
2.038010,6.4682,-8.7865,-13.9494,17.709
2.043618,5.3377,-9.1649,-16.0110,19.205
2.048166,3.9303,-9.3485,-18.2948,20.917
2.054273,2.3054,-9.2683,-20.1155,22.268
2.058449,0.5174,-8.9813,-21.4944,23.301
2.064832,-1.6271,-8.7207,-22.7022,24.374
2.069067,-4.3341,-8.5325,-23.0415,24.950
2.073481,-7.3322,-8.2758,-21.2183,23.926
2.078320,-10.8426,-7.9616,-17.8807,22.376
2.083852,-14.3245,-7.3203,-13.3615,20.912
2.088414,-17.6372,-5.7493,-5.7636,19.425
2.093762,-21.3309,-3.3607,8.7646,23.305
2.098675,-25.4184,-0.8513,27.5950,37.527
2.104813,-27.8799,0.7716,35.9827,45.526
2.108629,-28.4289,1.1517,31.9724,42.799
2.113679,-28.8824,1.3011,26.7097,39.361
2.118932,-29.0235,1.6631,21.4148,36.107
2.124233,-27.9464,2.1165,16.3140,32.429
2.128882,-25.6675,2.5808,11.7270,28.337
2.134497,-22.4688,2.5833,8.0326,24.001
2.138846,-19.8497,2.0006,4.6032,20.474
2.144156,-17.7607,1.3468,1.2251,17.854
2.148997,-15.5400,1.0778,-1.9542,15.699
2.157621,-13.2131,1.1251,-4.4866,13.999
2.159726,-11.0503,1.3427,-6.1104,12.698
2.165357,-8.8811,1.5881,-7.0192,11.431
2.169839,-6.5804,1.8475,-7.7342,10.321
2.175577,-4.1820,1.8451,-8.0454,9.253
2.179500,-1.6050,1.4530,-7.9965,8.284
2.184135,1.0038,0.8624,-7.8470,7.958
2.189143,3.4088,0.2733,-7.6123,8.345
2.194155,5.2026,-0.3086,-6.7721,8.545
2.199224,6.5099,-1.0779,-5.0098,8.285
2.205130,7.2881,-1.8737,-2.5403,7.942
2.209768,7.5767,-2.5586,0.1829,7.999
2.215214,7.4867,-2.8198,2.5652,8.401
2.219562,6.9400,-2.5539,4.0783,8.445
2.225327,7.0764,-2.4802,5.5035,9.301
2.229652,7.2033,-2.2781,6.9475,10.264
2.234593,7.2738,-1.8131,7.0359,10.281
2.239629,7.0920,-1.2338,6.4300,9.652
2.245200,7.0701,-0.6628,5.6297,9.062
2.252814,7.1962,-0.1239,4.3249,8.397
2.255097,7.2933,0.3136,3.1278,7.942
2.260105,7.3448,0.7650,1.9111,7.628
2.269267,7.4180,1.2091,0.8748,7.567
2.270248,7.6137,1.5409,0.0735,7.768
2.275202,7.9629,1.8690,-0.5705,8.199
2.279971,8.3674,2.0512,-1.0760,8.682
2.285441,8.8029,2.2001,-1.3832,9.178
2.290563,9.2402,2.2562,-1.6369,9.651
2.295439,9.7337,2.1129,-2.1137,10.182
2.300330,10.1918,1.8866,-2.7875,10.733
2.306135,10.6735,1.6996,-3.6564,11.410
2.310372,10.8864,1.4393,-4.6919,11.941
2.315337,10.9908,1.2369,-5.7795,12.479
2.320396,10.8292,1.2542,-6.7763,12.836
2.327140,10.4030,1.5605,-7.6132,12.985
2.330365,10.1393,2.0187,-8.1331,13.154
2.335952,9.8880,2.3695,-8.4524,13.222
2.340731,9.6545,2.5241,-8.7969,13.303
2.346242,9.4371,2.3702,-9.1533,13.359
2.350701,9.3724,2.0546,-9.2004,13.293
2.355902,8.4743,1.4831,-9.0524,12.488
2.361016,6.5761,-0.0350,-8.9232,11.085
2.366298,5.7699,-1.4375,-8.5905,10.448
2.370697,5.5135,-2.3704,-7.8773,9.903
2.376342,4.9206,-3.0019,-7.3932,9.375
2.380895,3.6746,-4.4306,-8.5383,10.297
2.386549,2.2884,-6.2907,-10.0715,12.093
2.391154,1.0177,-8.2056,-11.6326,14.272
2.396367,-0.5359,-10.3524,-13.3595,16.910
2.402404,-2.0467,-12.3121,-14.7667,19.335
2.406693,-3.2212,-13.8787,-15.2505,20.870
2.411266,-4.9348,-15.1675,-15.2187,22.046
2.419805,-6.5410,-16.1877,-12.7502,21.619
2.421547,-8.2666,-14.6989,-1.3718,16.920
2.426908,-11.2025,-9.1996,14.3185,20.375
2.432559,-13.2178,-7.9630,12.5049,19.862
2.436269,-13.9039,-9.1102,5.3731,17.470
2.441662,-15.5678,-7.6261,5.2993,18.127
2.447180,-16.9228,-5.8443,7.0867,19.255
2.451707,-18.3946,-3.2810,9.7066,21.056
2.456640,-20.1537,0.3769,12.8714,23.916
2.461823,-21.4786,3.7458,14.6406,26.262
2.467580,-22.0284,6.2858,14.4548,27.087
2.472037,-21.6983,8.0276,12.5563,26.323
2.477350,-20.7828,9.3178,9.7276,24.766
2.482778,-19.4532,10.1190,6.5949,22.898
2.487689,-17.9205,10.1340,3.0960,20.819
2.492341,-16.1791,9.0340,-0.3887,18.535
2.497175,-14.3225,6.8257,-3.1361,16.173
2.504152,-12.5599,4.8778,-5.3018,14.479
2.508424,-10.6052,3.4882,-6.5761,12.957
2.512481,-8.4121,2.1494,-7.1468,11.245
2.517940,-6.0012,0.7387,-7.1247,9.345
2.522664,-3.3252,-0.8615,-6.7072,7.536
2.527699,-0.6209,-2.6240,-5.9786,6.559
2.536432,1.8235,-4.4212,-5.0612,6.963
2.537540,3.8555,-6.0071,-3.8952,8.132
2.543344,5.4836,-7.2738,-2.2168,9.375
2.547678,6.6381,-8.2208,-0.3278,10.571
2.554529,7.1752,-8.8938,1.5764,11.535
2.557681,6.9990,-9.2495,3.2831,12.055
2.563033,6.0255,-8.4137,5.0004,11.494
2.567812,4.0410,-5.9432,7.5166,10.400
2.572674,3.0117,-4.2696,9.4028,10.757
2.578180,2.4560,-3.1031,10.3028,11.037
2.583231,1.8567,-2.1071,10.2673,10.644
2.588103,1.4119,-1.3241,9.3967,9.594
2.593058,1.2479,-0.5699,7.7862,7.906
2.597949,1.3208,0.1828,6.1096,6.253
2.605292,1.6733,0.7823,4.7574,5.103
2.608540,2.5515,1.2402,3.7422,4.696
2.613762,3.5363,1.4020,2.6730,4.649
2.618287,3.9095,1.5509,1.1514,4.361
2.623970,4.1072,1.6895,-0.3224,4.453
2.628644,4.4382,1.7866,-1.2372,4.942
2.633538,5.0293,1.9008,-1.8382,5.682
2.639379,5.7917,1.9304,-1.9230,6.401
2.643511,6.6869,1.7510,-1.7707,7.136
2.649510,7.7074,1.4189,-1.4501,7.970
2.654063,8.6827,0.9114,-1.1544,8.806
2.658612,9.4759,0.2782,-0.9183,9.524
2.664559,9.9047,-0.6107,-1.0403,9.978
2.669129,10.6675,-1.7528,0.2734,10.814
2.673651,10.8934,-2.9590,-1.9992,11.464
2.678896,11.2456,-3.5097,-2.1521,11.976
2.686643,11.9464,-4.2361,-2.7876,12.978
2.689239,12.4554,-4.7930,-3.4844,13.793
2.694050,12.8048,-5.2869,-3.9440,14.404
2.701820,12.7276,-5.7895,-3.9395,14.527
2.704291,12.3946,-6.2751,-4.0705,14.477
2.709683,11.9067,-6.8478,-4.9334,14.595
2.714123,11.5354,-7.5057,-5.6369,14.872
2.718873,11.1494,-8.1510,-5.9417,15.035
2.724176,10.6860,-8.8262,-6.7778,15.428
2.730826,10.0877,-9.3935,-7.8387,15.857
2.734715,9.4023,-9.8797,-8.8537,16.260
2.739066,8.2325,-10.2923,-10.5620,16.890
2.744732,6.9625,-10.7532,-13.4527,18.576
2.750364,5.5592,-11.1768,-16.6085,20.777
2.754701,3.6974,-11.4566,-19.2886,22.737
2.759637,1.6260,-11.6948,-21.4294,24.467
2.764536,-0.6311,-11.8254,-23.0086,25.877
